"YR","DOY","bnd1.ref","bnd2.ref","bnd3.ref","bnd4.ref","bnd5.ref","bnd6.ref","bnd7.ref","LSWI1","LSWI2","NDVI","EVI"
2003,100,0.0619,0.2507,0.0316,0.0582,0.2452,0.2188,0.1604,0.0679446219382322,0.219654585259061,0.603966730646193,0.340769619522056
2003,108,0.0696,0.2505,0.0366,0.0681,0.2722,0.2668,0.1685,-0.0315097622269477,0.195704057279236,0.565135895032802,0.324519230769231
2003,116,0.0699,0.2849,0.0416,0.0737,0.2873,0.2508,0.1788,0.0636550308008213,0.228811731723097,0.60597519729425,0.386051856640092
2003,124,0.0686,0.3268,0.0368,0.0751,0.3076,0.2218,0.1787,0.191396281443675,0.29297725024728,0.653009610520991,0.441397702407002
2003,132,0.0768,0.2952,0.04,0.0762,0.297,0.2354,0.2073,0.11270260082925,0.174925373134328,0.587096774193548,0.375
2003,140,0.0868,0.2573,0.0463,0.0791,0.2925,0.2563,0.2215,0.00194704049844237,0.0747702589807853,0.495495495495496,0.297899849739665
2003,148,0.09,0.2288,0.049,0.0801,0.296,0.2762,0.227,-0.0938613861386139,0.00394910048266783,0.435382685069009,0.247627203311211
2003,156,0.0926,0.2446,0.0508,0.0846,0.3052,0.2855,0.2311,-0.0771552537257122,0.0283792306075258,0.450771055753262,0.267756482525366
2003,164,0.0934,0.2835,0.0514,0.088,0.3257,0.274,0.2071,0.0170403587443946,0.155727680391358,0.504377819050146,0.325870817334065
2003,172,0.0894,0.3052,0.0493,0.0867,0.3542,0.2622,0.1778,0.0757842791681354,0.263768115942029,0.546882919412063,0.366545503957604
2003,180,0.0853,0.3129,0.0468,0.0848,0.3604,0.2643,0.1693,0.0841995841995841,0.297801742015761,0.571572074334505,0.386103006039221
2003,188,0.0771,0.3276,0.0422,0.0802,0.3535,0.2543,0.1587,0.125966660938305,0.347316471314004,0.618977020014826,0.424950804098527
2003,196,0.0701,0.366,0.0406,0.0779,0.3595,0.2497,0.1365,0.188890693519571,0.456716417910448,0.678514102270122,0.49912286620336
2003,204,0.0682,0.404,0.0434,0.0806,0.3716,0.2452,0.1222,0.244608749229821,0.535537818320031,0.711139347734011,0.564293876453586
2003,212,0.0644,0.4058,0.0363,0.0753,0.3776,0.2318,0.1132,0.272898368883312,0.563776493256262,0.726074011059124,0.561531629329912
2003,220,0.0643,0.4067,0.035,0.0742,0.3857,0.2346,0.1104,0.268361141431467,0.573003287565268,0.726963906581741,0.559477124183007
2003,228,0.068,0.3882,0.0364,0.077,0.3718,0.2397,0.1119,0.236502627806976,0.55248950209958,0.701885138097326,0.525538340336134
2003,236,0.0708,0.385,0.0395,0.0801,0.3695,0.2502,0.1167,0.212216624685138,0.534781742076938,0.689337428696797,0.518978560338278
2003,244,0.0746,0.3971,0.0407,0.0828,0.3801,0.2476,0.1199,0.231890801923375,0.536170212765957,0.683697265210939,0.523726006041119
2003,252,0.092,0.3679,0.0444,0.0858,0.3698,0.2533,0.1333,0.184481648422408,0.468076616121309,0.599913024570559,0.43465246707417
2003,260,0.1065,0.356,0.0506,0.0911,0.3736,0.2637,0.1435,0.148943036953365,0.425425425425425,0.53945945945946,0.386103373568555
2003,268,0.1109,0.3432,0.0535,0.0932,0.3742,0.2873,0.1495,0.088659793814433,0.393139841688654,0.511561330103501,0.361308986841696
2003,276,0.1067,0.3526,0.0511,0.0914,0.3814,0.2927,0.1515,0.0928250426158376,0.398928783971434,0.535379925974309,0.381939051287627
2003,284,0.1143,0.3542,0.052,0.0937,0.3752,0.2904,0.1543,0.0989761092150171,0.393117010816126,0.512059765208111,0.363484848484849
2003,292,0.1177,0.3191,0.0533,0.0924,0.3709,0.2875,0.163,0.0520936366633695,0.323791744451359,0.461080586080586,0.309741318323029
2003,300,0.1137,0.3133,0.0532,0.0923,0.373,0.2644,0.1751,0.084646010039813,0.282964782964783,0.467447306791569,0.312558722204823
2003,308,0.1323,0.2866,0.0646,0.1048,0.3337,0.2556,0.1863,0.0571744743637035,0.212095580460985,0.368345667223681,0.241713139921048
2003,316,0.1181,0.2451,0.0603,0.0979,0.3035,0.2805,0.1796,-0.067351598173516,0.154226512832588,0.349669603524229,0.211462253155283
2003,324,0.1142,0.2345,0.0577,0.0944,0.3043,0.2773,0.2039,-0.0836264165689722,0.0697992700729927,0.344995698308001,0.202259659033592
2003,332,0.0903,0.2006,0.0449,0.0769,0.2521,0.2279,0.1833,-0.0637106184364061,0.0450638187027871,0.379168099003094,0.196172589193611
2003,340,0.0686,0.154,0.0337,0.059,0.1919,0.2215,0.1425,-0.179760319573901,0.0387858347386171,0.383647798742138,0.162623300453212
2003,348,0.0652,0.124,0.0307,0.0538,0.1785,0.2064,0.1386,-0.249394673123487,-0.0555978674790556,0.310782241014799,0.114401338573485
2003,356,0.0526,0.1045,0.0271,0.0428,0.1628,0.1653,0.1144,-0.225352112676056,-0.0452261306532663,0.330362826225334,0.106627768418458
2003,364,0.0503,0.1022,0.0271,0.0402,0.1596,0.1631,0.1047,-0.229551451187335,-0.0120831319478009,0.340327868852459,0.108057464084947
2004,4,0.0485,0.0973,0.0274,0.0406,0.1522,0.1592,0.1047,-0.241325536062378,-0.0366336633663366,0.334705075445816,0.103145079472438
2004,12,0.0552,0.1419,0.0289,0.049,0.1891,0.1499,0.1355,-0.0274160383824538,0.023071377072819,0.439878234398782,0.17252358021252
2004,20,0.0521,0.1299,0.0266,0.0466,0.1794,0.1567,0.1297,-0.09351011863224,0.000770416024653335,0.427472527472527,0.156476267095736
2004,28,0.0583,0.1479,0.0275,0.0505,0.1893,0.174,0.1449,-0.0810810810810811,0.0102459016393443,0.434529582929195,0.173448449417322
2004,36,0.0645,0.1682,0.0312,0.0577,0.211,0.1886,0.1608,-0.0571748878923767,0.0224924012158055,0.44563816072196,0.196223130487436
2004,44,0.0626,0.1905,0.0313,0.0562,0.2077,0.1839,0.16,0.0176282051282051,0.087018544935806,0.505333860134334,0.240169752506854
2004,52,0.0525,0.1405,0.0295,0.0526,0.1767,0.1635,0.1105,-0.0756578947368421,0.119521912350598,0.455958549222798,0.178245898318817
2004,60,0.0729,0.1975,0.0389,0.0675,0.2569,0.2221,0.1671,-0.0586272640610105,0.0833790455293472,0.460798816568047,0.23191750735212
